Subdiv,Year,Sales,Median Sold Price,Avg.SP,Median DOM,Avg.DOM,Median.SP.OLP,Median.SP.LP
Chapel Crest,2013,1,264900,264900,16,16,1,1
Chapel Hill,2010,8,262450,257425,36,88,0.963796594,0.977851585
Chapel Hill,2011,6,236500,231650,198.5,179,0.94037615,0.960368288
Chapel Hill,2012,3,227000,243633.3333,59,108,0.946227595,0.946227595
Chapel Hill,2013,4,293750,301750,29,27,0.952374606,0.95929877
Chapel Woods,2010,3,299000,304333.3333,33,30.66666667,0.966988996,1
Chapel Woods,2011,1,348111,348111,6,6,0.969368802,0.969368802
Chapel Woods,2012,2,320000,320000,117.5,117.5,0.901764385,0.957291285
Chapel Woods,2013,1,318000,318000,24,24,0.978461538,0.978461538
Chapelcroft,2011,3,304500,312666.6667,59,72,0.956830745,0.982698026
Chapelcroft,2012,3,290000,290966.6667,42,86.66666667,0.942713784,0.942713784
Chapman Woods,2010,2,181000,181000,36,36,0.898647918,0.922069142
Chapman Woods,2011,5,177000,177300,136,115,0.900305188,0.983606557
Chapman Woods,2012,10,173250,168000,47,98.5,0.936992969,0.963115966
Chapman Woods,2013,7,180000,174471.4286,45,64.28571429,0.941209723,1
Charlan,2010,1,260000,260000,49,49,0.963319748,0.963319748
Charlan,2011,1,285000,285000,222,222,0.950316772,0.98309762
Charlan,2013,2,250000,250000,76.5,76.5,0.845397008,0.975028637
Charter Oaks,2010,3,332750,333583.3333,128,129.6666667,0.912941176,0.946341463
Charter Oaks,2011,2,346450,346450,62,62,0.951283807,0.976521256
Charter Oaks,2012,1,303000,303000,150,150,0.923780488,0.923780488
Charter Oaks,2013,2,355000,355000,7,7,1.014575593,1.007287797
Charwood Estates,2012,2,138750,138750,201,201,0.722005003,0.776171669
Chatham,2010,7,360000,342557.1429,29,45.28571429,0.973766234,0.982584137
Chatham,2011,6,321500,331750,80.5,99.33333333,0.899476066,0.961770201
Chatham,2012,8,332500,337875,31.5,100.75,0.96182153,0.965074627
Chatham,2013,9,324000,320488.8889,22,32.88888889,0.96875,0.96875
Chatterly,2013,1,445000,445000,367,367,0.988888889,0.988888889
Chelmsford,2010,5,143450,141090,58,60.8,0.96875,0.989993099
Chelmsford,2011,3,60000,45500,159,144.6666667,0.51292744,0.832205683
Chelmsford,2012,6,111000,106466.6667,187,174.5,0.825462963,0.915081294
Chelsea Ests,2010,5,113000,107125.4,27,47,1,1
Chelsea Ests,2011,16,90250,93106.25,97,145.3125,0.945190482,0.962847941
Chelsea Ests,2012,15,118000,97930,23,38.66666667,0.90839107,0.984153461
Chelsea Ests,2013,17,92000,96323.58824,52,136.7058824,0.967311541,0.967311541
Cherokee Woods,2010,1,209000,209000,109,109,0.908695652,0.972093023
Cherokee Woods,2011,2,151000,151000,231.5,231.5,0.774889804,0.974379
Cherokee Woods,2012,2,189000,189000,57,57,0.998552131,0.988858572
Cherokee Woods,2013,3,200000,185966.6667,27,94.66666667,0.953947368,0.953947368
Cherrington,2010,1,600000,600000,73,73,0.889020596,0.923218957
Cherrington,2012,2,462550,462550,405,405,0.947468421,0.972427184
Cherrington,2013,1,955000,955000,44,44,0.979487179,0.979487179
Cherry Hill,2010,5,210000,222480,17,22.8,0.988095238,0.988095238
Cherry Hill,2011,4,205500,205375,159,186.75,0.967873113,0.982992068
Cherry Hill,2012,4,233875,234062.5,83,82.25,0.944676209,0.980863582
Cherry Hill,2013,6,217500,205416.6667,41,37.16666667,0.957081605,0.958042324
Cherry Hill Manor,2010,1,152000,152000,14,14,0.974358974,0.974358974
Cherry Hill Manor,2011,4,144250,133875,74.5,65.25,0.92578944,0.96966883
Cherry Hill Manor,2012,4,121950,116975,69.5,76,0.890602139,0.973954419
Cherry Hill Manor,2013,2,113200,113200,304,304,0.894766018,0.913256561
Cherry Hill Mn,2012,1,115000,115000,29,29,0.958333333,0.958333333
Chesapeake Meadow,2011,2,418700,418700,90.5,90.5,0.883343215,0.940344891
Chesapeake Meadow,2013,1,495000,495000,13,13,0.991983968,0.991983968
Cheshire,2010,1,472500,472500,187,187,0.859247136,0.908828621
Cheshire,2012,1,600000,600000,51,51,0.923218957,0.923218957
Chesterfield,2012,2,329000,329000,175,175,0.881955249,0.973366295
Chestnut Grove,2011,3,325000,329133.3333,15,68.66666667,0.984848485,0.984848485
Chestnut Grove,2013,2,384950,384950,12,12,0.9935881,1
Chestnut Hill,2012,2,264950,264950,103,103,0.98134881,0.98134881
Chestnut Hill,2013,1,250000,250000,11,11,0.984251969,0.984251969
Chestnut Hill Ests,2010,13,179900,160830.7692,37,87.30769231,0.925462731,0.974196946
Chestnut Hill Ests,2011,13,145000,143176.9231,109,114,0.90045045,0.96
Chestnut Hill Ests,2012,14,140950,142557.1429,19,70.5,0.975925289,0.975925289
Chestnut Hill Ests,2013,16,130000,133778.125,28.5,79.8125,0.943224587,0.961555817
Chestnut Valley,2010,3,385000,374166.6667,9,14.66666667,0.968992248,0.968992248
Chestnut Valley,2011,4,348500,345875,47.5,90.5,0.975342466,0.993066256
Chestnut Valley,2012,5,349500,350680,8,51.4,0.984784446,0.984784446
Chestnut Valley,2013,5,359900,358380,5,28,0.986193294,0.99270073
Chippenham Woods,2012,2,401500,401500,189,189,0.919453698,0.919453698
Christiana,2010,1,85000,85000,138,138,0.674603175,0.772727273
Christiana,2011,3,175000,171333.3333,138,169,0.970414201,1
Christiana Acres,2011,1,38000,38000,255,255,0.888888889,0.888888889
Christiana Acres,2013,2,149950,149950,340,340,0.914634146,0.985714286
Christiana Court,2010,1,58000,58000,161,161,0.966666667,0.966666667
Christiana Court,2011,1,54000,54000,29,29,0.901502504,0.901502504
Christiana Court,2012,2,66000,66000,156,156,0.882774049,0.946043165
Christiana Court,2013,1,67000,67000,129,129,0.95851216,0.95851216
Christiana Farms,2013,1,160000,160000,225,225,0.864864865,0.941176471
Christiana Green,2010,6,197500,196733.3333,59,89.66666667,0.939218843,0.97286973
Christiana Green,2011,6,150250,158383.3333,182.5,221.6666667,0.851450668,0.958964968
Christiana Green,2012,8,180000,165600,99.5,148,0.945575729,0.989492985
Christiana Green,2013,13,175000,173920.4615,101,99.76923077,0.912941176,0.946341463
Christiana Meadows,2010,1,187000,187000,15,15,0.98628692,0.98628692
Christiana Meadows,2011,1,215000,215000,307,307,0.843137255,0.955555556
Christiana Meadows,2012,1,172000,172000,290,290,0.625454545,0.800372266
Christiana Meadows,2013,2,189000,189000,240,240,0.914434524,0.967153476
Christiana Village,2010,5,153000,142600,3,53.8,0.958156458,0.958156458
Christiana Village,2011,2,77500,77500,68,68,0.837675131,0.880561966
Christiana Village,2012,5,76000,77700,309,226,0.822742475,0.98478783
Christiana Village,2013,6,87700,95008.33333,50.5,207.8333333,1.029435723,1.034521158
Christianshire,2010,5,314900,300206.6,41,41.8,1,1
Christianshire,2011,1,305981,305981,80,80,1.003469728,1.003469728
Christianshire,2013,1,295000,295000,92,92,0.922163176,0.967530338
Christianstead,2010,1,370000,370000,9,9,1,1
Christianstead,2011,1,375000,375000,81,81,0.987101869,0.987101869
Christianstead,2012,3,390000,383666.6667,32,33,0.96608929,0.96608929
Christianstead,2013,2,392500,392500,46.5,46.5,0.960850414,0.960850414
Christina Hollow,2010,2,250000,250000,120,120,0.935875479,0.95353014
Christina Hollow,2011,1,222000,222000,46,46,0.93081761,0.967320261
Christina Hollow,2012,1,218000,218000,5,5,1.016317016,1.016317016
Christina Hollow,2013,1,160000,160000,55,55,0.754716981,0.888888889
Christina Landing,2010,5,280000,241500,121,101,0.892133009,0.974473957
Christina Landing,2011,5,260500,210580,50,39.4,0.942982456,0.965172286
Christina Landing,2012,3,259900,203633.3333,19,143,0.993446016,0.993446016
Christina Landing,2013,6,242250,197337.6667,68.5,152.8333333,1.01505613,1.000770416
Christina Overlook,2012,2,167400,167400,64,64,1,1
Christina Overlook,2013,6,173950,173916.6667,76.5,83.16666667,1,1
Christina Woods,2011,2,254950,254950,97,97,0.907139474,1
Christina Woods,2013,1,262000,262000,11,11,0.988679245,0.988679245
Christinas Brace,2010,1,259000,259000,75,75,0.959614672,0.959614672
Christinas Brace,2011,1,159000,159000,188,188,0.975460123,0.975460123
Christinas Brace,2013,1,278000,278000,16,16,0.993211861,0.993211861
Christine Manor,2010,4,335000,342375,98.5,173.5,0.956495913,0.977120356
Christine Manor,2011,2,315000,315000,57.5,57.5,0.968015529,0.968015529
Christine Manor,2012,2,320250,320250,97,97,0.941145482,0.971130184
Christine Manor,2013,2,279750,279750,183.5,183.5,0.933571429,1
Church Hill,2013,1,330000,330000,21,21,0.985074627,0.985074627
Cinnamon Station,2010,1,375000,375000,439,439,0.78125,0.98944591
Cinnamon Station,2011,2,360000,360000,123.5,123.5,0.864950839,0.949241975
Cinnamon Station,2012,2,346750,346750,95.5,95.5,0.942214697,0.977071953
Cinnamon Station,2013,1,414000,414000,126,126,0.862679725,0.932432432
Clair Manor,2010,2,322500,322500,50.5,50.5,0.92155718,0.92155718
Clairborne,2010,3,325000,319033.3333,77,89.66666667,0.970149254,0.985542169
Clairborne,2011,3,310000,303333.3333,80,109.3333333,0.969052829,0.969052829
Clairborne,2012,2,321000,321000,45,45,0.972479498,0.996070686
Clairborne,2013,3,285000,311633.3333,25,27.33333333,0.950316772,0.98309762
Clay Acres,2010,1,145000,145000,214,214,0.690805145,0.690805145
Clay Acres,2011,1,255000,255000,214,214,0.918918919,1
Claybourne,2011,2,307500,307500,105.5,105.5,1.002526444,1.025001833
Claybourne,2012,1,290000,290000,108,108,0.966669889,0.966669889
Claybourne,2013,2,350681.5,350681.5,484,484,0.906538156,0.994849758
Claymont Addition,2010,1,222750,222750,23,23,0.990440196,0.990440196
Claymont Addition,2011,7,170000,167642.8571,62,92,0.958732805,0.97832129
Claymont Addition,2012,12,140500,125570.8333,33.5,60.08333333,0.973013934,0.9803333
Claymont Addition,2013,5,195000,180420,39,26.2,0.975487744,0.991253644
Claymont Centre,2011,2,137500,137500,216,216,0.809679991,0.877945754
Claymont Hgts,2010,3,184000,171333.3333,114,102.3333333,0.92555332,0.969952557
Claymont Hgts,2011,8,200950,161600,49,67.25,0.96910251,0.98405571
Claymont Hgts,2012,11,179000,166718.1818,44,63.18181818,0.933748333,0.96809086
Claymont Hgts,2013,12,194000,180408.3333,57.5,95.58333333,0.937153221,0.976085841
Claymont Hts,2012,1,181000,181000,12,12,0.928681375,0.928681375
Claymont Manor,2011,1,189000,189000,55,55,0.945472736,0.945472736
Claymont Terrace,2010,1,189000,189000,113,113,0.949748744,0.995260664
Claymont Terrace,2011,5,92000,108400,178,328.4,0.818181818,0.939393939
Claymont Terrace,2013,5,210000,185280,16,33.2,0.954979536,0.977318212
Claymont Village,2011,2,139500,139500,43,43,0.900943396,0.98427673
Claymont Village,2012,2,128099.5,128099.5,418.5,418.5,0.836009579,0.885561547
Claymont Village,2013,1,142000,142000,86,86,0.916720465,0.979986197
Clear Creek,2010,2,320000,320000,33.5,33.5,0.99183061,1.026973919
Clear Creek,2011,3,325000,329333.3333,36,36.33333333,0.928571429,0.955882353
Clear Creek,2013,3,355000,352500,64,66.33333333,0.960256068,0.960256068
Clear Creek At Lex,2011,2,367500,367500,156.5,156.5,0.942446161,0.962111503
Clear Creek At Lex,2012,1,320000,320000,147,147,0.889135871,0.914547013
Clear Creek At Lex,2013,2,340000,340000,52.5,52.5,0.96701794,0.981722605
Clearfield,2010,9,105000,107477.7778,101,106.3333333,0.962935508,0.993006993
Clearfield,2011,4,120000,109812.5,106,305,0.906404509,0.960705643
Clearfield,2012,5,90000,90400,117,132.8,0.766666667,0.834105653
Clearfield,2013,7,66300,86467.85714,185,164,0.884,0.947129327
Clearview Manor,2010,1,111000,111000,107,107,0.928870293,1.009090909
Clearview Ridge,2010,2,235500,235500,87.5,87.5,1.002105014,0.9917759
Clearview Ridge,2011,2,220000,220000,3,3,0.965332713,0.965332713
Clearview Ridge,2012,3,215000,214666.6667,20,31.66666667,0.935189213,0.955980436
Clearview Ridge,2013,5,220000,219200,46,57.6,0.977717144,0.977717144
Cleland Heights,2010,12,158750,162608.3333,102.5,114.1666667,0.959742299,0.970822374
Cleland Heights,2011,10,131500,127640,232.5,196.8,0.897454672,0.964974982
Cleland Heights,2012,19,124900,135273.6842,48,107.1052632,0.979757085,0.98470948
Cleland Heights,2013,23,120000,124292.6087,67,95.52173913,0.895522388,0.963636364
Cleland Hgts,2013,1,137000,137000,19,19,0.979270908,0.979270908
Clermont,2012,1,315000,315000,38,38,0.927835052,0.927835052
Cliff House,2010,4,102500,104375,91,123.5,0.934641262,0.934641262
Cliff House,2011,4,101250,97750,238.5,245,0.898642525,0.93006734
Cliff House,2012,2,63950,63950,40.5,40.5,0.854001157,0.854001157
Cliff House,2013,3,114900,106800,89,129.6666667,0.969962453,0.974554707
Cloutier Court,2010,2,220500,220500,392.5,392.5,0.691957929,0.942272727
Cloutier Court,2011,1,230000,230000,17,17,0.93877551,0.93877551
Cloutier Court,2012,3,260000,249966.6667,8,9,1,1
Cloutier Court,2013,1,284000,284000,8,8,0.979648155,0.979648155
Club Lane,2010,1,220000,220000,63,63,0.846479415,0.936170213
Club Lane,2011,1,245000,245000,341,341,0.81693898,0.960784314
Club Lane,2013,2,276500,276500,141,141,0.945075465,0.970922564
Coach Hill,2011,2,259000,259000,132.5,132.5,0.976824086,0.976824086
Coach Hill,2012,2,168750,168750,219,219,0.925120423,0.849268841
Coach Hill,2013,2,284200,284200,20.5,20.5,0.997221131,0.997221131
Cobblefield,2010,1,255000,255000,34,34,0.981146595,0.981146595
Cobblestones,2010,1,86000,86000,101,101,0.862155388,0.862155388
Cobblestones,2011,6,78500,77833.33333,76.5,89.16666667,0.74811463,0.860375562
Cobblestones,2012,8,40500,56371.125,44.5,74.25,0.85369144,0.86394955
Cobblestones,2013,5,68000,73940,47,55.6,0.821917808,0.971428571
Coffee Run,2010,8,203500,208362.5,136.5,200.25,0.920737506,0.925159111
Coffee Run,2011,17,152000,169250,89,204.0588235,0.857142857,0.96
Coffee Run,2012,10,177000,195060,43,65.9,0.960225989,0.97355097
Coffee Run,2013,8,217000,198612.5,88.5,165.625,0.933035714,0.945874183
College Park,2010,5,120000,120300,113,75.6,0.898876404,0.955414013
College Park,2011,7,111500,111571.4286,84,80.57142857,0.93697479,0.946622185
College Park,2012,5,111000,98800,34,32.2,0.925,0.925
College Park,2013,4,91950,92600,182.5,196.75,0.874165035,0.952420925
Collins Park,2010,17,99000,103505.8824,106,115.0588235,0.943531094,0.978947368
Collins Park,2011,35,79000,82595.71429,81,115.2,0.922178988,0.976456739
Collins Park,2012,27,61000,73381.37037,38,125.7777778,0.941176471,1
Collins Park,2013,26,97000,90673.46154,57,95.42307692,0.889076762,0.949910182
Colonial Heights,2010,7,141000,107428.5714,90,96.71428571,0.886792453,1.000131596
Colonial Heights,2011,5,131000,123100,155,165.4,0.837918959,0.837918959
Colonial Heights,2012,16,142500,130990.625,47.5,94.8125,0.91531428,0.96039783
Colonial Heights,2013,10,145000,138921,26,81.7,0.957100592,0.978667368
Colonial Hgts,2010,1,125000,125000,2,2,0.899280576,0.899280576
Colonial Park,2010,1,245000,245000,190,190,0.859649123,0.980392157
Colonial Park,2012,2,170000,170000,204.5,204.5,0.918681319,0.961538462
Colonial Park,2013,2,135900,135900,16,16,1.01,1.01
Colonial Woods,2010,2,244950,244950,142.5,142.5,0.916666667,0.916666667
Colonial Woods,2011,3,238000,231000,46,67.33333333,0.869389406,0.960384154
Colonial Woods,2012,4,236950,223225,45,46.5,0.938489686,0.950222245
Colonial Woods,2013,1,200000,200000,14,14,0.90950432,0.90950432
Colton Meadow,2011,2,249500,249500,65,65,0.895214476,0.973608844
Colton Meadow,2012,1,228000,228000,26,26,0.991735537,0.991735537
Colton Meadow,2013,7,245000,244115.5714,104,88.85714286,0.946666667,0.981146595
Commodore Ests,2010,2,343000,343000,247,247,0.961081667,0.987119142
Commodore Ests,2012,1,360000,360000,37,37,1,1
Commodore Ests,2013,1,375000,375000,15,15,1,1
Commodore Ests Ii,2011,1,289900,289900,41,41,1,1
Commodore Ests Ii,2013,3,335000,351500,34,28.66666667,0.983379501,0.983379501
Commons At Stonest,2012,2,99000,99000,386,386,0.824319419,0.920717294
Commons At Stonest,2013,1,105000,105000,45,45,1,1
Concord,2010,3,112000,103666.6667,75,83,0.896,0.949152542
Concord Heights,2011,2,95910,95910,65.5,65.5,0.956492634,0.956492634
Concord Heights,2012,2,141500,141500,64,64,0.813847021,0.841085435
Concord Hills,2011,1,323000,323000,114,114,0.89747152,0.979084571
Concord Manor,2010,5,229900,242079.6,67,96.2,0.958315965,1
Concord Manor,2011,3,219900,210966.6667,79,119.6666667,0.888803386,1
Concord Manor,2012,8,236200,234300,48.5,68.375,0.978698611,0.978698611
Concord Manor,2013,3,219500,236466.6667,56,39.66666667,0.975609756,0.975609756
Concord Trace,2012,2,62500,62500,43.5,43.5,0.851998492,0.851998492
Concord Trace,2013,1,134900,134900,21,21,1,1
Congressional Villag,2010,1,165000,165000,65,65,0.917176209,0.917176209
Congressional Villag,2011,3,99000,96833.33333,176,175.6666667,0.61875,0.700700701
Congressional Villag,2012,7,99900,95971.42857,106,149.5714286,0.849874896,0.927206551
Congressional Villag,2013,8,94500,95062.5,61,81.875,0.907340006,0.951456078
Cooches Bridge,2012,1,180000,180000,164,164,0.973504454,1
Cooches Bridge Far,2010,1,175000,175000,98,98,0.916230366,0.972222222
Cooches Bridge Far,2011,1,183000,183000,31,31,0.91959799,0.968253968
Cooches Bridge Far,2012,3,183000,181070,19,55.66666667,0.976,0.983870968
Cooches Bridge Far,2013,2,241500,241500,120,120,0.996343715,0.975912326
Cool Spring,2010,17,127500,123458.8235,178,166.1764706,0.896206753,0.948158254
Cool Spring,2011,9,149900,144583.3333,68,101.5555556,0.900177857,0.964506908
Cool Spring,2012,22,157105,192227.7273,64,89.09090909,0.904091541,0.936584758
Cool Spring,2013,21,192000,178926.1905,132,137.047619,0.947527369,0.977767897
Cooper Farms,2010,3,197500,192500,99,131.6666667,0.800320128,0.90950432
Cooper Farms,2011,11,160000,165309.0909,77,183.4545455,0.973499189,1
Cooper Farms,2012,10,197750,193360,25.5,46.4,0.926637099,0.960088706
Cooper Farms,2013,5,175000,173180.2,9,17.8,0.955477739,0.955477739
Coopers Run,2010,1,228000,228000,25,25,1.013333333,1.013333333
Coopers Run,2011,2,239250,239250,25,25,0.961232819,0.971134852
Coopers Run,2012,2,217500,217500,32.5,32.5,0.889579105,0.906900385
Coopers Run,2013,2,245000,245000,52,52,0.948142301,0.96231496
Corbitt Estates,2010,2,361500,361500,339.5,339.5,0.858377783,0.958334491
Corner Ketch Farm,2010,1,325000,325000,7,7,1,1
Corner Ketch Farm,2011,1,400000,400000,42,42,0.954653938,0.954653938
Corner Ketch Farm,2012,1,345000,345000,118,118,0.884842267,0.985995999
Cotswold Hills,2010,4,480000,463000,35.5,58,0.964994862,0.969057162
Cotswold Hills,2011,2,423000,423000,88,88,0.94116906,0.962625845
Cotswold Hills,2012,5,412000,405380,98,111.8,0.983293556,0.983293556
Cotswold Hills,2013,3,397500,414666.6667,18,33.66666667,0.978931688,0.978931688
Country Acres,2013,1,375000,375000,4,4,0.974025974,0.974025974
Country Creek,2010,11,167000,170145.4545,147,139.3636364,0.918536585,0.97832042
Country Creek,2011,10,152500,150499.9,102,120.4,0.938434653,0.98706429
Country Creek,2012,14,169250,155371.4286,51,56.57142857,0.944776231,0.950900211
Country Creek,2013,13,139000,142507.6923,82,94.38461538,0.974358974,0.981524249
Country Gates,2013,1,440000,440000,116,116,0.88,0.899795501
Country Hills,2010,2,260000,260000,216,216,0.95,0.990909091
Country Hills,2011,3,235000,235500,175,173.6666667,0.839585566,0.94037615
Country Hills,2012,1,225000,225000,241,241,0.865717584,0.957446809
Country Hills,2013,1,243000,243000,8,8,0.981818182,0.981818182
Country Meadows,2011,2,188500,188500,139,139,0.826930116,0.880678776
Country Meadows,2012,2,299500,299500,114,114,0.94801068,0.954330094
Country Place,2010,2,225000,225000,66,66,0.946874166,0.946874166
Country Place,2011,2,217000,217000,153,153,0.944146029,0.964873277
Country Place,2012,2,207000,207000,102,102,0.931024672,0.9588489
Country Place,2013,1,210000,210000,6,6,1.004784689,1.004784689
Country Road Estates,2013,2,525657.5,525657.5,85,85,1.118658225,1.118658225
Country Woods,2010,3,304000,288000,57,52,0.868819663,0.98381877
Country Woods,2011,2,309950,309950,66,66,0.911947222,0.992219752
Country Woods,2012,3,282500,283000,12,50,0.981146595,0.992604126
Country Woods,2013,5,290000,293500,17,24,0.984682713,0.984682713
Countryside Farms,2010,2,240000,240000,236.5,236.5,0.632935641,0.914276609
Countryside Farms,2011,1,148000,148000,438,438,0.95483871,1.020689655
Countryside Farms,2012,1,180000,180000,397,397,0.72,0.72
Countryside Farms,2013,3,325000,324966.6667,55,44.66666667,0.895789788,0.923361034
Courtyards at Brandy,2010,1,370000,370000,116,116,0.969538159,0.969538159
Courtyards at Brandy,2011,4,373968,370463.25,366,354.25,0.959915386,1.000441275
Courtyards at Brandy,2012,3,393857,400785,66,216.3333333,0.969074912,0.958126353
Courtyards at Brandy,2013,6,334737.5,344412.5,134.5,248,0.920426496,0.952862319
Coventry,2010,7,180000,179864.2857,47,95.28571429,0.950528071,0.958974359
Coventry,2011,10,141550,131675,93,126.2,0.86038961,0.954578811
Coventry,2012,11,161000,155602.2727,88,148.6363636,0.93733544,0.967311541
Coventry,2013,19,163000,153436,21,36.89473684,0.980926431,0.984153461
Covered Bridge Far,2010,1,329900,329900,151,151,0.916643512,1
Covered Bridge Far,2011,7,325000,327142.8571,125,108,0.903028619,0.942302117
Covered Bridge Far,2012,10,327500,332500,75.5,130.9,0.953259581,0.95395767
Covered Bridge Far,2013,9,320000,322544.4444,107,99,0.983333333,0.983333333
Cragmere,2013,2,359450,359450,92.5,92.5,0.947229551,0.990026019
Cragmere Woods,2011,1,162000,162000,112,112,0.900500278,0.900500278
Cragmere Woods,2012,1,315000,315000,112,112,0.954834798,0.984682713
Craig,2011,1,235000,235000,194,194,0.903846154,0.94
Craig,2012,1,181000,181000,7,7,0.978378378,0.978378378
Cranston Heights,2010,4,160350,153550,150.5,152,0.918757099,0.932041908
Cranston Heights,2011,4,165750,164375,63,88.25,0.934638316,1.006171059
Cranston Heights,2012,4,154750,156125,146.5,142,0.92946078,0.954999599
Cranston Heights,2013,1,165000,165000,64,64,0.892374256,0.926966292
Creek Bend,2010,1,405000,405000,214,214,0.900200044,0.964515361
Creek Bend,2012,1,280000,280000,15,15,0.982800983,0.982800983
Creek Bend,2013,1,525000,525000,9,9,0.972402297,0.972402297
Creek Landing,2010,2,452000,452000,104.5,104.5,0.937257491,0.963024253
Creek Landing,2011,2,456250,456250,122.5,122.5,0.931127567,0.948472397
Creek Landing,2012,1,650000,650000,203,203,0.942165531,0.942165531
Creek Landing,2013,3,412500,410800,175,125.3333333,0.887287589,0.959525471
Creekside,2010,11,130000,126254.5455,107,117.7272727,0.923168553,0.946902655
Creekside,2011,7,98500,92057.14286,191,161.1428571,0.982391103,0.985985986
Creekside,2012,14,73250,80214.28571,111,140.7142857,0.766752577,0.88982699
Creekside,2013,10,116000,103265,73.5,102.5,0.903175004,0.937816684
Crestfield,2010,2,448000,448000,213.5,213.5,0.872193372,0.953571429
Crestfield,2011,1,270000,270000,6,6,0.957446809,0.957446809
Crestfield,2012,2,395000,395000,120.5,120.5,0.860887233,0.98342944
Crestwood Place,2013,3,238000,241613.3333,97,122,0.962927757,0.962927757
Cricklewood,2010,3,264900,246633.3333,23,67,0.909090909,0.983050847
Cricklewood,2011,3,285100,267863.6667,91,182.3333333,0.966555184,0.966555184
Cricklewood,2012,1,303000,303000,23,23,0.977419355,0.977419355
Cricklewood,2013,4,284250,282875,76,75,0.970174169,0.978849268
Crofton,2010,3,233500,227833.3333,164,175.3333333,0.921787709,0.950316772
Crofton,2011,9,156500,161972.2222,114,139.2222222,0.92150838,0.987494789
Crofton,2012,5,179000,158780,46,150.6,0.929032258,1
Crofton,2013,19,136000,139244.6316,29,76.05263158,0.978212539,0.978417266
Crossan Pointe,2011,1,290000,290000,54,54,0.906533292,0.918012029
Crossan Pointe,2013,2,343750,343750,4.5,4.5,1.011326861,1.011326861
Crossgates,2010,1,255000,255000,10,10,1.020408163,1
Crossgates,2012,5,130000,165580,102,111.4,0.832666667,0.988395358
Crossgates,2013,3,214000,209666.6667,99,84,0.962264151,0.973169623
Crossings At Chris,2010,4,192750,187625,145,132.75,0.952543744,0.985434996
Crossings At Chris,2011,2,195000,195000,84,84,0.939475552,0.951346546
Crossings At Chris,2012,4,177450,177287.5,127,202.25,0.945148352,0.977564103
Crossings At Chris,2013,8,165000,165437.5,72,216.375,0.936048023,0.949161709
Crossland at Canal,2010,12,473124,453725.9167,179,258,1.001164372,1.003664872
Crossland at Canal,2011,19,290000,360060.0526,66,95.94736842,0.970175439,0.991426122
Crossland at Canal,2012,7,299999,311469.5714,50,122.7142857,1,1
Crossland at Canal,2013,11,368000,361145.3636,13,61.81818182,1,1
Crystal Run Farm,2013,1,309900,309900,68,68,0.885681623,1
Crystal Run Farms,2010,2,290250,290250,372,372,0.906141636,0.953504353
Crystal Run Farms,2011,1,295000,295000,13,13,0.983333333,0.983333333
Crystal Run Farms,2012,1,250000,250000,46,46,0.926268989,0.961908426
Crystal Run Farms,2013,2,236000,236000,243,243,0.792548287,0.954470951
Darley Green,2011,1,266940,266940,1,1,1,1
Darley Green,2012,2,243500,243500,98.5,98.5,0.918580136,0.970725916
Darley Green,2013,1,242000,242000,43,43,0.931127357,1.008753647
Darley Woods,2010,3,280000,278300,57,70.33333333,0.958492405,0.972559917
Darley Woods,2011,2,282000,282000,102,102,0.931718531,0.948008886
Darley Woods,2012,4,272500,269375,56,75.5,0.942081863,0.98347968
Dartmouth Woods,2010,9,279500,275522.2222,26,65.77777778,0.982800983,0.982800983
Dartmouth Woods,2011,8,252500,262000,126.5,155.25,0.887588257,0.953811048
Dartmouth Woods,2012,3,225900,246966.6667,179,156.3333333,0.89112426,0.979969183
Dartmouth Woods,2013,8,242500,239250,63.5,197.875,0.944468468,0.981845128
Deacons Walk,2010,3,234900,229966.6667,98,120,0.900450225,0.947867299
Deacons Walk,2011,5,215000,200100,44,46.6,0.939622642,0.996398559
Deacons Walk,2012,3,240000,243666.6667,53,52.33333333,0.960384154,0.966402416
Deacons Walk,2013,8,221750,227187.5,17,64.25,0.988847584,0.981344698
Deep Branch Farms,2010,1,282000,282000,41,41,0.940313438,0.972749224
Deep Branch Farms,2011,1,45000,45000,185,185,0.819672131,0.819672131
Deep Branch Farms,2012,1,9900,9900,12,12,1,1
Deep Branch Farms,2013,1,104900,104900,17,17,1,1
Deer Valley,2010,1,1000000,1000000,395,395,0.716845878,0.869565217
Deer Valley,2013,1,1460000,1460000,48,48,0.976588629,0.976588629
Deerborne Woods,2010,10,351250,347950,55,68.2,0.933316942,0.958618721
Deerborne Woods,2011,8,315950,316175,105,117.125,0.920784314,0.977290956
Deerborne Woods,2012,7,310000,312072.1429,52,61.14285714,0.95778066,0.966988996
Deerborne Woods,2013,6,351250,361416.6667,33,38.5,0.962283263,0.982915148
Deerfield,2011,1,400000,400000,94,94,0.941176471,0.941176471
Deerfield,2013,5,470000,448800,10,15.4,0.980196039,0.981210856
Deerhurst,2010,13,255000,266773.0769,40,49.76923077,0.988636364,0.98173516
Deerhurst,2011,8,259500,295375,38,61.375,0.941933987,0.964805941
Deerhurst,2012,8,271500,300112.5,55.5,154.5,0.93958511,0.986512546
Deerhurst,2013,6,360000,333250,43,72,0.970270511,0.98860588
Delaire,2010,1,260000,260000,10,10,0.981132075,0.981132075
Delaire,2011,4,209200,209725,126.5,166.75,0.877632217,0.990419229
